language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
huay1241,-,-,-,-,t,a,k,S,-,-,-,a,-
huay1241,-,-,u,-,t,-,-,S,-,-,-,u,k
jauj1238,-,-,u,-,t,-,-,S,-,-,-,u,k
jauj1238,-,-,-,-,t,a,k,S,-,-,-,a,-
yauy1235,-,-,u,-,t,-,-,S,u,-,-,i,-
hual1241,-,-,i,-,t,-,-,S,-,-,-,i,k
coro1247,-,-,i,-,t,-,-,S,-,-,-,i,k
coro1247,-,-,u,-,t,-,-,S,-,-,-,u,k
paca1245,-,-,u,-,t,-,-,S,-,-,-,u,k
caja1238,-,-,-,-,t,a,k,S,-,-,-,a,-
lamb1276,-,-,-,-,t,a,k,S,-,-,-,a,-
napo1242,-,-,i,-,t,-,-,S,i,-,L,a,-
tena1240,-,-,i,-,t,-,-,S,i,-,L,a,-
sout2990,-,-,u,-,t,-,-,S,i,-,L,a,-
imba1240,-,-,u,-,t,-,-,S,i,-,L,a,-
inga1252,-,-,u,-,t,-,-,S,u,-,L,a,-
cusc1236,-,h,u,-,t,-,-,S,u,-,-,i,-
puno1238,-,h,u,-,t,-,-,S,u,-,-,i,-
east2551,-,-,-,-,t,a,k,s,-,-,-,a,-
east2551,-,h,u,-,t,-,-,S,u,-,-,i,-
east2551,-,-,-,-,t,-,-,S,i,n,l,i,-
east2551,-,-,-,-,t,-,-,S,i,n,k,i,-
east2551,-,-,-,-,t,-,-,S,i,-,k,i,-
ayac1239,-,-,u,-,t,-,-,S,u,-,-,i,-
ayac1239,-,-,-,-,t,a,k,s,-,-,-,a,-
sout2991,-,h,u,-,t,-,-,S,u,-,-,i,-
sant1432,-,-,u,-,t,-,-,-,u,-,l,a,-
chac1250,-,-,u,-,t,-,-,S,u,i,L,a,-
sanm1289,-,-,-,-,t,a,k,S,-,-,-,a,-
jaqa1244,-,-,u,x,t,-,-,y,i,t,y,a,-
jaqa1244,-,-,u,-,t,-,-,y,i,t,y,a,-
cauq1239,-,-,i,-,t,-,-,y,i,t,y,a,-
chip1262,z,q,o,l,t,-,-,-,-,-,-,a,-
