language,x1,x2,x3,x4,x5,x6
huay1241,k,u,S,i,L,a
jauj1238,k,u,S,i,L,a
yauy1235,k,u,S,i,-,-
hual1241,k,u,S,i,-,-
coro1247,k,u,S,i,-,-
paca1245,k,u,S,i,k,u
caja1238,k,u,S,i,-,-
lamb1276,k,u,S,i,-,-
napo1242,k,u,S,i,-,-
tena1240,k,u,S,i,-,-
sout2990,k,u,S,i,-,-
imba1240,k,u,S,i,L,a
cusc1236,k,u,s,i,-,-
puno1238,k,u,s,i,-,-
east2551,k,u,s,i,-,-
east2551,k,u,s,a,-,-
ayac1239,k,u,s,i,-,-
sout2991,k,u,s,i,-,-
sant1432,k,u,s,i,-,-
chac1250,k,u,S,i,-,-
sanm1289,k,u,S,i,-,-
jaqa1244,k,u,S,u,-,-
cauq1239,k,u,S,u,-,-
chip1262,k,u,z,i,-,-
