language,x1,x2,x3,x4,x5,x6,x7
chip1262,-,-,q,-,a,-,z
imba1240,w,a,k,-,a,n,a
azua1234,w,a,k,-,a,n,a
nort3351,w,a,k,-,a,-,-
napo1242,w,a,k,-,a,n,a
tena1240,w,a,k,-,a,-,-
sout2990,w,a,k,-,a,n,a
inga1252,w,a,k,-,a,-,-
clas1251,w,a,k,-,a,n,i
apol1241,w,a,q,-,a,-,-
puno1238,w,a,q,-,a,-,-
cusc1236,w,a,q,-,a,-,-
east2551,w,a,q,-,a,-,-
sout2991,w,a,q,-,a,-,-
coch1274,w,a,X,-,a,-,-
sant1432,w,a,X,-,a,-,i
huan1249,w,a,X,-,a,-,-
ayac1239,w,a,X,-,a,-,-
azan1238,w,a,q,-,a,-,-
sanp1258,w,a,q,-,a,-,-
apur1253,w,a,q,-,a,-,-
tana1291,w,a,q,-,a,-,-
cacr1238,w,a,q,-,a,-,-
yauy1235,w,a,q,-,a,-,-
chac1250,w,a,k,-,a,-,-
sanm1289,w,a,k,-,a,-,-
huay1241,w,a,7,-,a,-,i
jauj1238,w,a,7,-,a,-,i
paca1245,w,a,X,-,a,-,-
yaru1256,w,a,X,-,a,-,-
hual1241,w,a,q,-,a,-,-
huai1241,w,a,q,-,a,-,i
coro1247,w,a,q,-,a,-,-
caja1238,w,a,X,-,a,-,-
lamb1276,w,a,X,-,a,-,-
jaqa1244,h,a,t,s,a,-,-
cauq1239,h,a,t,S,a,-,-
