language,x1,x2,x3,x4,x5
chip1262,t,a,n,t,a
imba1240,t,a,n,d,a
azua1234,t,a,n,d,a
nort3351,t,a,n,d,a
napo1242,t,a,n,d,a
tena1240,t,a,n,d,a
inga1252,t,a,n,d,a
clas1251,t,a,m,t,a
apol1241,t,a,n,t,a
puno1238,t,a,n,t,a
cusc1236,t,a,n,t,a
east2551,t,a,n,t,a
sout2991,t,a,n,t,a
coch1274,t,a,n,t,a
sant1432,t,a,n,t,a
huan1249,t,a,n,t,a
ayac1239,t,a,n,t,a
azan1238,t,a,n,t,a
sanp1258,t,a,n,t,a
apur1253,t,a,n,t,a
tana1291,t,a,n,t,a
cacr1238,t,a,n,t,a
yauy1235,t,a,n,t,a
chac1250,t,a,n,d,a
sanm1289,t,a,n,d,a
huay1241,t,a,n,t,a
jauj1238,t,a,n,t,a
paca1245,t,a,n,t,a
yaru1256,t,a,n,t,a
hual1241,t,a,n,t,a
huai1241,t,a,5,t,a
coro1247,t,a,n,t,a
caja1238,t,a,n,d,a
lamb1276,t,a,n,d,a
jaqa1244,t,a,n,t,i
cauq1239,t,a,n,t,i
