language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
nucl1379,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
hehe1240,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bena1262,-,-,-,i,-,-,l,-,-,-,i,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,h,-,a,-,-,-,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
fipa1238,i,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mamb1296,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyam1275,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
pimb1238,-,-,-,i,-,-,n,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rung1255,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,i,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,n,-,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,n,-,-,-,-,-,-,g,-,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,s,-,-,-,u,-
mali1279,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lamb1272,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
safw1238,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ndal1241,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyak1260,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,h,-,a,-,-,-,-,-,-,-,-,-
kimb1242,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
toor1238,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyan1307,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyor1246,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
chig1238,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyam1277,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
zinz1238,e,-,-,e,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
haya1250,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kere1283,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
shub1238,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
hang1260,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rund1242,-,-,-,i,-,-,n,-,-,-,-,-,-,g,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
haaa1252,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vinz1238,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
soga1242,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,y,-,a,m,i,r,y,-,-,-,e,-
gwer1238,-,-,-,-,-,-,m,-,-,-,u,-,-,s,-,-,-,-,-,o,-,-,-,t,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gand1255,-,-,-,-,-,-,m,-,-,-,u,-,-,s,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
suba1238,-,-,-,i,-,-,n,-,-,-,-,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
kuri1259,-,-,-,i,-,-,n,-,-,-,t,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuri1259,-,-,-,i,-,-,n,-,-,-,t,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuri1259,-,-,-,i,-,-,n,-,-,-,-,-,-,T,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ngur1263,-,-,-,e,-,-,n,-,-,-,t,-,-,S,-,-,-,-,-,o,-,-,-,n,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,e,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
zana1238,-,-,-,e,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ikom1245,-,-,-,a,-,-,n,-,-,-,t,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
gusi1247,-,-,-,e,-,-,N,-,i,-,t,-,-,i,-,-,-,-,-,e,-,-,-,n,-,-,g,-,e,-,n,d,-,a,-,i,n,s,-,-,-,e,-
jita1239,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kway1241,e,k,-,i,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
kara1481,-,-,-,i,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
saam1283,-,-,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
saam1283,-,-,-,i,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,h,-,a,-,-,-,-,-,-,-,-,-
logo1258,-,-,-,-,-,-,l,-,u,-,v,-,a,y,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
masa1299,-,-,-,i,-,-,n,-,-,-,-,-,-,d,-,e,-,m,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
shii1238,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,o,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
chuk1274,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
thar1283,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,n,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kiku1240,-,-,-,-,-,-,5,-,-,-,a,m,o,y,-,-,-,-,-,a,-,-,-,-,-,-,8,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dhai1238,-,m,w,a,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
temi1247,-,-,-,-,-,-,m,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,u,-
moch1256,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,m,-,-,-,-,-,-,L,-,-,-,-,-,e,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,t,-,-,-,-,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gwen1239,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kahe1238,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
maor1244,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,o,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ndzw1235,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,o,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ngaz1238,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,o,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyan1308,-,-,-,-,-,-,n,-,-,-,d,-,-,z,-,i,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
shon1251,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kala1384,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vend1245,-,-,-,-,-,-,n,-,-,-,-,-,-,h,-,-,-,-,-,o,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
taab1238,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bemb1257,-,-,-,-,-,-,i,-,-,-,-,-,-,T,-,i,-,l,-,a,-,-,-,m,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
song1303,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
luba1249,-,-,-,-,-,-,n,-,-,-,n,-,-,y,-,o,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
holo1240,-,-,-,-,-,-,5,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
diri1252,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,o,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
buku1249,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,m,u,-,-,-,-,-,u,-
mitu1240,-,-,-,-,-,-,n,-,-,-,d,-,-,Z,-,o,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lega1249,-,-,-,-,-,-,n,-,-,-,-,-,-,z,-,o,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
amba1263,-,-,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
