language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
bamw1238,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bamw1238,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bamw1238,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ndol1238,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bolo1263,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
budz1238,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,e,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bwel1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
kele1255,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mbol1247,-,-,-,-,-,-,-,-,-,-,-,m,-,o,o,-,o,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
lomb1260,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bata1285,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
beng1282,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
yasa1242,-,-,-,-,-,-,-,-,-,-,-,m,-,o,-,-,o,-,-,-,-,l,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
dual1243,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,l,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,m,-,o,-,-,o,-,-,l,-,l,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,-,-,-,-,m,-,o,-,-,o,-,-,-,-,d,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mokp1239,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,-,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ndas1238,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
wumb1242,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
sigh1238,-,-,-,m,u,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,i,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
osam1235,-,-,-,i,k,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
maho1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
kota1274,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mwes1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mban1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
kele1257,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,d,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,d,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,d,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
sake1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,k,-,-,-,-,-,-,-,-,o,-,l,-,o,-,-,-,-,-,-,-,-,-,-,-
eviy1235,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
simb1254,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
pinj1243,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
kand1300,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,-,r,-,-,E,-,E,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,E,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,E,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,E,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,-,E,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tete1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,o,-,o,l,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
ombo1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,o,-,o,l,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
deng1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,t,-,-,e,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wong1247,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
doee1238,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
gogo1263,-,-,-,n,t,-,-,u,-,-,-,m,-,b,u,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
lugu1238,-,-,-,m,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
lang1320,-,-,-,m,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,-,-,n,-,g,-,-,o,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,-,N,-,g,o,-,o,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,o,o,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,o,-,o,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,o,-,o,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,-,m,-,w,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,-,-,-,-,-,m,-,w,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mpot1240,-,-,-,n,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,-,-,m,-,w,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
yaoo1241,-,-,-,n,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mwer1248,-,-,-,n,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mako1251,-,-,-,n,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mako1251,i,s,u,n,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
ndam1239,-,-,-,-,t,-,S,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,m,b,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
pang1287,-,-,-,m,t,-,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
nucl1379,i,-,-,n,-,-,-,u,-,-,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
hehe1240,i,-,-,n,-,-,-,u,u,-,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
bena1262,i,-,-,n,-,-,-,u,-,-,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
sang1330,i,-,-,n,-,-,-,u,-,-,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
