language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
pimb1238,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
rung1255,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
bung1265,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,t,S,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
nyih1240,-,-,-,-,-,u,-,-,-,l,-,-,u,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
mali1279,-,-,-,-,-,u,-,-,-,l,-,-,u,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
lamb1272,-,-,-,-,-,u,-,-,-,l,-,-,u,-,-,-,s,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
safw1238,-,-,-,-,-,u,-,-,-,l,-,-,u,-,-,-,s,w,-,-,-,i,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,-,-,-,i,-,-,-,-,p,e,p,-,-,-,-,-,-,e,-,-,-,-,-,-
nyak1260,-,-,-,-,-,i,-,-,-,m,-,b,i,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,k,-,-
suku1261,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
nyat1246,g,i,-,f,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-
nyat1246,-,i,-,f,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
toor1238,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
nyan1307,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
nyor1246,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
chig1238,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
nyam1277,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
zinz1238,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
haya1250,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
kere1283,-,-,-,-,-,o,-,-,-,m,-,-,u,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
shub1238,-,-,-,-,-,u,-,-,-,m,-,-,u,-,-,-,r,-,i,-,-,i,-,-,-,-,-,-,z,-,-,-,-,-,-,o,-,-,-,-,-,-
