language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
tait1250,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
saga1256,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
tave1240,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
asut1235,-,-,-,-,-,-,-,p,-,-,-,a,-,a,-,-,-,-,-,r,-,a,-,-,a,-,-,-,-,-,-,r,-,i,-,-,-,-,i,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,a,-,-
asut1235,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
asut1235,-,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
giry1241,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
poko1261,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nden1248,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nden1248,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
matu1259,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ngin1244,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mate1258,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mpot1240,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mand1423,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
tanz1241,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,m,b,-,-,-,-,u,-,-,-,-,-,-,l,-,u,-,-,-,w,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
yaoo1241,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mwer1248,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mako1251,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mako1251,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ndam1239,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mbun1248,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
pogo1243,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
pang1287,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-
nucl1379,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,-,-,-,-,-,m,-,-,b,-,-,-,-,-,-,-,-,a,-,-
hehe1240,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
bena1262,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
sang1330,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-
vwan1235,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
fipa1238,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mamb1296,-,-,-,-,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
mamb1296,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
wand1264,-,-,-,-,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,a,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nyam1275,-,-,-,-,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,a,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
pimb1238,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
rung1255,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
bung1265,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,k,-,-,-,-,-,-,-,-,a,-,-
bend1258,-,-,-,-,-,-,-,x,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,a,-,-
nyih1240,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,a,-,-
mali1279,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-
lamb1272,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-
safw1238,-,-,-,-,a,-,-,p,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,e,-,-
ndal1241,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nyak1260,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,5,-,E,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
suku1261,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-
suku1261,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-
nyam1276,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-
sumb1240,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-
kimb1242,-,-,-,-,u,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,a,p,a,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-
nila1242,-,-,-,-,-,-,-,k,-,-,w,i,p,u,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-
toor1238,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,a,-,-,r,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nyan1307,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nyor1246,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
chig1238,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
nyam1277,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,-,n,-,-,t,-,-,-,-,-,-,-,-,a,-,-
zinz1238,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
haya1250,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-
kere1283,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
shub1238,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
hang1260,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
rund1242,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
haaa1252,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
vinz1238,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-,m,-,-,b,-,-,-,-,-,-,-,-,a,-,-
soga1242,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
gwer1238,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
gand1255,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
suba1238,-,-,-,-,u,-,-,k,-,-,w,-,-,i,-,-,-,-,-,b,-,-,h,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
kuri1259,-,-,-,-,u,-,-,k,-,-,w,-,-,i,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
kuri1259,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,i,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
kuri1259,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ngur1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ikiz1238,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,u,r,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ikiz1238,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
zana1238,-,-,-,-,o,-,-,k,-,-,w,-,-,i,-,-,-,-,-,b,-,u,r,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
ikom1245,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
gusi1247,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,i,-,-,r,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
jita1239,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
kway1241,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
kara1481,-,-,-,-,o,-,-,k,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
saam1283,-,-,-,-,o,-,-,h,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-
saam1283,-,-,-,-,-,-,-,k,-,-,h,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,h,-,-,-,a,-,-
logo1258,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-
masa1299,-,-,-,-,-,-,-,k,-,-,h,-,-,u,-,p,a,-,m,b,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,-,-,h,-,-,-,a,-,-
shii1238,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,d
