language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59
tong1318,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,v,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
luba1250,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,v,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
hemb1242,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,t,-,e,-,n,-,-,g,-,-,-,-,-,-,-,e,-,-,-,-,-,n,e,e,n,a,-,a,-,-,-,-
sang1331,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,d,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
song1303,-,-,-,-,-,k,-,-,u,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,S,a,-,-,-,-
luba1249,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,v,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
enya1247,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,e,e,l,-,-,-,e,e,s,-,h,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
song1300,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,u,u,n,-,-,k,-,u,-,u,-,n,-,y,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
holo1240,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,e,-,l,-,-
diri1252,-,-,-,-,-,Z,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
buku1249,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,i,i,-,-,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mitu1240,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
lega1249,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nyan1304,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,i,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
lozi1239,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kgal1244,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,e,l,a,-,-,-,-
tswa1253,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,L,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
tswa1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
tson1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
xhos1239,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
zulu1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
zulu1248,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
makh1261,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,w,-,-,w,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
makh1264,-,-,-,-,-,w,-,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
buyu1239,-,-,-,-,-,h,-,-,u,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lund1266,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ruun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sala1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
chok1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
holu1245,-,-,-,-,-,k,-,-,i,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
luva1239,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,e,-,e,-,-,-,-
mbun1249,-,-,-,-,-,k,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuan1247,-,-,-,o,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ndon1254,-,-,-,o,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kwan1273,-,-,-,-,-,k,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,h,-,a,-,-,-,-
here1253,-,-,-,o,-,k,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kimb1241,-,-,-,-,-,-,-,-,i,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
phen1239,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kwes1244,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
sond1250,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbal1257,-,-,-,-,-,g,-,-,w,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
lwal1238,-,-,-,-,-,k,-,-,o,-,o,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,a,a,m,i,i,n,-,-,-,a,-,a,-,-,-,-
umbu1257,-,-,o,o,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,y,-,-,-,e,-,-,e,v,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
song1299,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
song1299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ding1239,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ding1239,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-
ding1239,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,3,-,m,-,-
yans1239,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-
mpuo1241,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,u,-,u,-,-,-,-
nzad1234,-,-,-,-,-,-,-,-,o,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
lwel1234,-,-,-,-,-,-,-,-,o,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,E,-,E,-,-,-,-
ngul1247,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,u,-,u,-,k,-,-
saka1287,-,-,-,E,-,z,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
yaka1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
suku1259,-,-,-,-,-,k,-,-,u,-,i,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-
yomb1244,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yomb1244,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
yomb1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
yomb1244,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
koon1244,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
koon1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
koon1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
koon1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
east2782,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
east2782,-,-,-,-,-,f,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
east2782,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
east2782,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
east2782,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
laar1238,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
laar1238,-,-,-,-,-,k,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuny1238,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
suun1239,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
beem1239,-,-,-,-,-,k,-,-,u,-,u,g,i,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,a,-,a,-,-,-,-
sans1272,-,-,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
hung1278,-,-,-,-,-,k,-,-,u,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-
sira1266,-,-,-,-,-,x,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-
sang1333,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-
sang1333,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-
punu1239,-,-,-,-,-,-,-,-,u,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-
ngub1239,-,-,-,-,-,x,-,-,u,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
lumb1249,-,-,-,u,-,x,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-
vili1238,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
vili1238,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
ibal1241,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
teke1274,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
njeb1242,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tsaa1242,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wand1266,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
duma1253,-,-,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kani1279,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kani1279,-,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ndum1239,-,-,-,-,-,g,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tchi1245,-,-,-,-,-,k,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mber1257,-,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mber1257,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
teke1275,-,-,-,-,-,k,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
teke1275,-,-,-,-,-,k,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tien1242,-,-,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngon1267,-,-,-,-,-,k,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-
lika1243,-,-,-,-,-,k,a,a,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,o,-,-,-,-,-,n,-,-,-,a,-,a,-,-,-,-
bali1274,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
bwaa1238,-,-,-,-,-,w,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bwaa1238,-,-,-,-,-,w,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pagi1243,-,l,-,a,m,b,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
bila1255,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bila1255,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,7,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kang1285,-,-,-,-,-,-,-,-,a,-,-,-,a,-,-,o,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ndak1241,-,-,-,-,-,k,e,n,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mbod1238,-,-,-,-,-,k,e,n,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
budu1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nyal1250,-,-,-,-,-,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
