language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
doee1238,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
kwer1261,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
kami1256,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
zara1247,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
kutu1263,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
sham1280,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,S,-,-,-,-,-,-,-,o,-,-
bond1247,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
zigu1244,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
ngul1246,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
gogo1263,-,-,-,-,-,-,-,-,l,-,i,-,-,i,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,g,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
lugu1238,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,n,-,-,g,-,-,-,-,-,-,-,e,-,-
lang1320,m,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
tait1250,-,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
saga1256,-,-,-,-,i,-,-,-,z,-,-,-,-,i,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
tave1240,-,-,-,-,i,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
asut1235,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,o,-,-,-,-,-,o,-,-
asut1235,-,-,-,-,i,-,-,-,z,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,-,-,-,-,-,o,-,-
asut1235,-,-,-,-,i,-,-,-,d,-,-,-,-,Z,-,-,-,-,i,-,t,-,-,h,-,-,-,-,-,-,-,o,-,-
giry1241,-,-,-,-,-,-,-,-,d,-,-,-,-,z,-,-,-,-,i,-,t,-,-,s,-,-,-,-,-,-,-,o,-,-
digo1243,-,-,-,-,-,-,-,-,d,-,z,-,-,i,-,-,-,-,i,-,t,-,-,s,-,-,-,-,-,-,-,o,-,-
poko1261,-,-,-,-,-,-,-,-,d,-,-,-,-,Z,-,-,-,-,i,-,t,-,-,S,-,-,-,-,-,-,-,o,-,-
chim1312,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-
swah1253,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,i,-,t,-,-,S,-,-,-,-,-,-,-,o,-,-
