language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
lang1320,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
tait1250,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
saga1256,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
tave1240,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
chim1312,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
mpot1240,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,l,-,-,-,i,m,o
mand1423,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
tanz1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
yaoo1241,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mwer1248,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mako1251,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,l,-,-,-,i,m,o
mako1251,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,l,-,-,-,i,m,o
ndam1239,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mbun1248,-,l,-,-,i,l,o,N,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,i,-,m,-,-,-,-,u,-,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nucl1379,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,t,s,i,g,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hehe1240,-,-,-,-,i,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
bena1262,-,f,i,5,i,-,-,-,k,-,-,-,-,-,-,-,-,y,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
sang1330,-,l,-,-,i,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
vwan1235,-,k,i,y,i,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fipa1238,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,u,u,n,d,i,-,m,b,a,-,l,i,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,t,a,n,d,a,-,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyam1275,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
pimb1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
rung1255,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
bung1265,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
bend1258,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyih1240,-,-,-,-,i,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mali1279,-,-,-,-,i,s,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
lamb1272,-,-,-,-,i,s,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
safw1238,-,-,-,-,i,l,o,n,g,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,l,-,-,o,-,-,-,-,-,n,-,-,-,g,o,-,-,-,-,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,l,-,-,o,-,-,-,-,-,n,-,-,-,g,o,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
suku1261,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyam1276,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
sumb1240,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyat1246,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kimb1242,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,y,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
toor1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyan1307,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyor1246,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
chig1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyam1277,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
zinz1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
haya1250,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kere1283,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
shub1238,-,-,-,-,i,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
hang1260,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
rund1242,-,-,-,-,i,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
haaa1252,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
vinz1238,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,S,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
soga1242,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
gwer1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
gand1255,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
suba1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kuri1259,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kuri1259,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kuri1259,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
ngur1263,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
zana1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
ikom1245,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
gusi1247,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
jita1239,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kway1241,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kara1481,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
saam1283,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
saam1283,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
logo1258,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
masa1299,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,h,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
shii1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
chuk1274,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
thar1283,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kiku1240,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
dhai1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
temi1247,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
moch1256,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
gwen1239,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kahe1238,-,5,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,y,-,-,-,i,m,o
ndzw1235,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
ngaz1238,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
nyan1308,-,-,-,-,-,-,-,-,k,-,h,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
shon1251,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kala1384,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
vend1245,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
taab1238,-,l,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
bemb1257,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
song1303,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
luba1249,-,d,i,-,i,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
holo1240,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
diri1252,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
buku1249,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,i,-,-,i,-,-,-,-,-,-,-,-
lega1249,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
nyan1304,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
lozi1239,-,l,-,-,i,s,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
kgal1244,-,l,-,-,e,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
tswa1253,-,s,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,E,-,-,E,-,-,-,-,-,-,-,-
tson1249,-,-,-,-,-,-,-,-,k,-,h,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-,-,-
xhos1239,-,-,-,-,i,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
zulu1248,-,-,-,-,-,-,-,-,t,-,S,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
zulu1248,-,y,-,-,i,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-
