language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
ndal1241,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,o,n,o,-,-,-
nyak1260,-,-,-,-,i,-,-,-,k,-,i,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
suku1261,-,n,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
suku1261,-,n,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
nyam1276,-,-,-,-,-,-,-,-,k,-,u,-,-,k,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
sumb1240,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
nyat1246,-,m,-,-,u,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,o,-,-,-
nyat1246,-,m,-,-,u,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,o,-,-,h,-,-,-,-,-,o,-,-,-
kimb1242,u,m,-,-,u,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
nila1242,-,m,-,-,u,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
toor1238,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,o,o,n,o,-,-,-
nyan1307,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
nyor1246,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
chig1238,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
nyam1277,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
zinz1238,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
haya1250,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,k,-,-,-,o,n,o,-,-,-
kere1283,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
shub1238,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
hang1260,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
rund1242,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
haaa1252,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
vinz1238,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
soga1242,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,w,o,-,-,-
gwer1238,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
gand1255,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,-,o,n,o,-,-,-
suba1238,-,-,-,-,o,-,-,-,k,-,o,-,-,b,-,-,h,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kuri1259,-,-,-,-,o,-,-,-,k,-,o,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kuri1259,-,-,-,-,o,-,-,-,k,-,o,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kuri1259,-,-,-,-,o,-,-,-,k,-,o,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
ngur1263,-,-,-,-,o,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
ikiz1238,-,-,-,-,o,-,-,-,k,-,o,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
ikiz1238,-,-,-,-,-,-,-,-,k,-,o,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
zana1238,-,-,-,-,o,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
ikom1245,-,-,-,-,o,-,-,-,k,-,u,-,-,b,-,-,h,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
gusi1247,-,-,-,-,o,-,o,-,k,-,o,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
jita1239,-,-,-,-,o,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kway1241,-,-,-,-,o,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kara1481,-,-,-,-,o,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,u,-,-,h,-,-,-,o,n,o,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,h,o,n,o,-,-,-
logo1258,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,k,-,-,-,o,n,o,-,-,-
masa1299,-,-,-,-,-,-,-,-,k,-,u,-,-,m,-,-,-,-,-,-,u,-,-,k,-,-,h,o,n,o,-,-,-
shii1238,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
chuk1274,-,-,-,-,-,-,-,-,n,-,-,-,-,y,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
thar1283,-,-,-,-,-,-,-,-,n,-,-,-,-,y,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
mwim1241,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
mwim1241,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
meru1245,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
meru1245,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
meru1245,-,-,-,-,-,-,-,-,n,-,-,-,-,y,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
meru1245,-,-,-,-,-,-,-,-,n,-,-,-,-,y,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,-,-,-,o,-,-,-
meru1245,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
meru1245,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
embu1241,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
embu1241,-,-,-,-,-,-,-,-,5,-,-,-,-,y,-,-,a,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
kiku1240,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,u,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kamb1297,-,-,-,-,-,-,-,-,k,-,-,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kamb1297,-,-,-,-,-,-,-,-,k,-,-,-,-,w,-,7,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kamb1297,-,-,-,-,-,-,-,-,k,-,-,-,-,w,-,w,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
dhai1238,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
temi1247,-,-,-,-,-,-,-,-,k,-,o,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
moch1256,-,-,-,-,-,-,-,-,-,-,o,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
vunj1238,-,-,-,-,-,-,-,-,k,-,u,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
vunj1238,-,-,-,-,-,-,-,-,k,-,u,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
vunj1238,-,-,-,-,-,-,-,-,k,-,u,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
romb1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
romb1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
romb1244,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,u,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
gwen1239,-,-,-,-,-,-,-,-,k,-,u,-,-,v,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kahe1238,-,-,-,-,-,-,-,-,k,-,-,-,-,w,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
maor1244,-,-,-,-,m,-,-,-,h,-,o,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
ndzw1235,-,-,-,-,m,-,-,-,h,-,o,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
ngaz1238,-,-,-,-,m,-,-,-,h,-,o,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
nyan1308,-,-,-,-,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,o,-,-,-
kund1255,-,-,-,-,d,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,z,a,-,-,-
tumb1250,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
shon1251,-,-,-,-,-,-,-,-,r,-,u,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kala1384,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
vend1245,-,-,-,-,-,-,-,-,t,-,S,-,-,-,-,-,-,-,-,-,a,n,-,d,-,-,-,-,-,a,-,-,-
luya1241,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
nkoy1244,-,-,-,-,-,-,-,-,l,-,i,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
taab1238,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
bemb1257,-,-,-,-,u,-,-,-,k,u,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
lala1264,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
lamb1271,-,-,-,-,u,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
kaon1241,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
lenj1248,-,-,-,-,-,-,-,-,l,-,y,-,-,-,-,-,-,-,-,-,a,n,-,s,-,-,-,-,-,a,-,-,-
soli1239,-,-,-,-,-,-,-,-,t,S,i,-,-,k,-,-,-,-,-,-,a,-,-,s,-,-,-,-,-,a,-,-,-
tong1318,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
luba1250,-,-,-,-,-,-,-,-,d,-,i,-,-,k,-,-,a,-,-,-,a,-,-,s,-,-,-,-,-,a,-,-,-
hemb1242,-,-,-,-,-,-,-,-,-,-,u,u,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,o,-,-,-
sang1331,-,-,-,-,-,-,-,-,b,-,o,o,-,k,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,o,-,-,-
song1303,-,-,-,-,-,-,-,-,m,-,-,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
luba1249,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
enya1247,-,-,-,-,-,-,-,-,k,u,u,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
song1300,-,-,-,-,-,-,-,-,k,a,a,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
holo1240,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,-,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
diri1252,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
buku1249,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,o,-,-,-,o,-,-,n,-,-,-,o,-,o,-,-,-
mitu1240,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
lega1249,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,-,-,o,-,-,-
nyan1304,-,-,-,-,-,-,-,-,k,-,u,-,-,b,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
amba1263,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,k,-,-,-,-,-,u,-,-,-
lozi1239,-,-,-,-,-,-,-,-,l,-,i,-,-,z,-,-,-,-,-,-,o,-,-,h,-,-,-,-,-,o,-,-,-
kgal1244,-,-,-,-,-,-,-,-,l,-,e,-,-,b,-,-,-,-,-,-,o,-,-,g,-,-,-,-,-,o,-,-,-
tswa1253,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,-,-,o,-,-,X,-,-,-,o,-,o,-,-,-
tswa1255,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
tson1249,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,o,-,-,-,o,-,-,k,-,-,-,o,-,o,-,-,-
xhos1239,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,k,-,-,h,o,n,o,-,-,-
zulu1248,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,g,-,-,-,a,l,o,-,-,-
zulu1248,-,-,-,-,-,-,-,-,-,-,i,i,-,n,-,-,-,-,-,-,-,-,-,g,a,a,l,o,-,o,-,-,-
makh1261,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,o,o,n,-,-,-,-,-,o,-,-,-
makh1264,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,o,-,n,-,-,-,-,-,o,-,-,-
buyu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,o,-,-,-
song1299,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
song1299,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
ding1239,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-
ding1239,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
ding1239,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
yans1239,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,o,-,-,-
mpuo1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
boma1251,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,o,k,-,-
nzad1234,-,-,-,-,-,-,-,-,l,-,-,-,-,w,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,o,7,-,-
wuum1239,-,-,-,-,-,-,-,-,k,-,-,-,-,w,o,o,o,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
