language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
ngom1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,b,-,-,u,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,p,-,-,o,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,b,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,t,-,-,-,o,-,m,p,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sake1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,b,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eviy1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
simb1254,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
pinj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kand1300,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,o,-,o,-,n,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,o,-,o,-,n,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tete1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,o,o,-,-,-,d,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-
ombo1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,o,o,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,o,o,-,-,-,d,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-
doee1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,h,-,-,e,-,-,n,h,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,t,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gogo1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,p,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,h,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,u,d,Z,-,i,-,-,-,-,-,-,i,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,8,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mpot1240,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,s,-,-,-
nucl1379,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
hehe1240,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bena1262,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
fipa1238,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyam1275,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pimb1238,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rung1255,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mali1279,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
lamb1272,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,S,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,k,-,u,-,-,-,k,-,-,u,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,7,-,-,b,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
toor1238,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyan1307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyor1246,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
chig1238,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyam1277,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,-,-,-,b,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
