language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
doee1238,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,e,-,-,m,-,b,-,o,-,-
kwer1261,-,-,-,-,-,-,n,-,-,-,-,-,h,-,-,-,e,-,-,m,-,b,-,o,-,-
kami1256,-,-,-,-,-,-,n,-,-,-,-,-,h,-,-,-,e,-,-,m,-,b,-,o,-,-
zara1247,-,-,-,-,-,-,n,-,-,-,-,-,h,-,-,-,e,-,-,m,-,b,-,o,-,-
kutu1263,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,m,-,b,-,o,-,-
sham1280,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,e,-,-,m,-,b,-,o,-,-
bond1247,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,e,-,-,m,-,b,-,o,-,-
zigu1244,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,e,-,-,m,-,b,-,o,-,-
ngul1246,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,e,-,-,m,-,b,-,o,-,-
gogo1263,-,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,e,e,e,m,-,b,-,o,-,-
kagu1239,-,-,-,-,-,-,n,-,-,-,-,-,h,-,-,-,e,-,-,m,-,b,-,o,-,-
lugu1238,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,m,-,b,-,o,-,-
lang1320,-,-,-,-,-,-,n,-,-,-,-,-,y,-,-,-,e,-,-,-,-,-,-,u,-,-
tait1250,-,-,-,-,-,-,t,-,-,-,-,-,S,-,-,-,o,-,-,-,-,v,-,u,-,-
saga1256,-,-,-,-,-,-,n,-,-,-,-,d,Z,-,-,-,o,-,-,-,-,v,-,u,-,-
tave1240,-,-,-,-,-,-,n,-,-,-,-,-,z,-,-,-,o,-,-,-,-,v,-,u,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,o,-,-,o,-,v,u,u,-,-
asut1235,-,-,-,-,-,-,n,-,-,-,-,-,z,-,-,-,o,-,-,-,-,v,-,u,-,-
asut1235,-,-,-,-,-,-,n,-,-,-,-,d,Z,-,-,-,o,-,-,-,-,v,-,u,-,-
giry1241,-,-,-,-,-,-,n,-,-,-,-,d,z,-,-,-,o,-,-,-,-,v,-,u,-,-
digo1243,-,-,-,-,-,-,n,-,-,-,-,d,z,-,-,-,o,-,-,-,-,v,-,u,-,-
poko1261,-,-,-,-,-,-,n,-,-,-,-,d,Z,-,-,-,o,-,-,-,-,v,-,u,-,-
chim1312,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,o,-,-,-,-,v,-,u,-,-
swah1253,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,e,-,-,m,-,b,-,o,-,-
swah1253,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,o,-,-,-,-,v,-,u,-,-
swah1253,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,o,-,-,-,-,v,-,u,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,v,-,u,-,-
swah1253,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,o,-,-,-,-,v,-,u,-,-
mwan1247,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,m,-,b,-,o,-,-
