language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
tanz1241,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,k,-,w,-,-,a,-,-,-,o,-,-
mwer1248,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,m,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
nucl1379,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
hehe1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
bena1262,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,i,-,-,-,-,g,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
fipa1238,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mamb1296,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
nyam1275,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
pimb1238,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,i,w,a,n,-,-,-,-,-,-,e,-,-,-,-,-,-
rung1255,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,-,n,-,-,g,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nyih1240,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
mali1279,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
lamb1272,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,o,-,-,S,-,-,-,-,-,-,a,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,s,-,y,-,-,-,-,a,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,h,-,-,-,o,-,-,s,-,i,-,-,-,-,a,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,h,-,-,-,o,-,-,h,-,-,-,-,-,-,i,-,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,S,-,-,-,-,-,-,a,-,-,-,-,-,-
toor1238,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,i,y,-,-,-,-,-,-,a,-,-,-,-,-,-
nyan1307,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,i,y,-,-,-,-,-,-,a,-,-,-,-,-,-
nyor1246,-,-,-,-,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,i,y,-,-,-,-,-,-,a,-,-,-,-,-,-
chig1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,i,y,-,-,-,-,-,-,a,-,-,-,-,-,-
nyam1277,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,i,y,-,-,-,-,-,-,a,-,-,-,-,-,-
zinz1238,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,i,z,-,-,-,-,-,-,a,-,-,-,-,-,-
haya1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,i,y,-,-,-,-,-,-,a,-,-,-,-,-,-
kere1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,z,-,-,-,-,-,-,a,-,-,-,-,-,-
shub1238,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-
hang1260,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-
rund1242,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-
haaa1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-
vinz1238,-,-,-,-,-,i,k,i,g,a,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-
soga1242,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,d,Z,-,-,-,-,-,-,a,-,-,-,-,-,-
gwer1238,-,-,n,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gand1255,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,y,y,-,-,-,-,-,-,a,-,-,-,-,-,-
suba1238,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,-,S,-,-,-,-,-,-,a,-,-,-,-,-,-
kuri1259,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,t,-,S,-,-,-,-,a,-,-,-,-,-,-
kuri1259,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,t,-,S,-,-,-,-,a,-,-,-,-,-,-
kuri1259,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,a,a,a,-,-,-,a,-,-,T,-,a,-,-,-,-,a,-,-,-,-,-,-
ngur1263,-,-,r,i,s,u,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
ikiz1238,-,-,s,-,-,u,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
ikiz1238,-,-,s,-,-,u,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
ikom1245,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,u,-,b,h,-,-,-,-,-,-,e,-,-,-,-,-,-
gusi1247,-,-,-,-,-,e,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,T,-,-,-,-,-,-,a,-,-,-,-,-,-
jita1239,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kway1241,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,-
kara1481,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,t,S,-,-,-,-,-,-,a,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,t,s,-,-,-,-,-,-,a,-,-,-,-,-,-
logo1258,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,t,s,-,-,-,-,-,-,a,-,-,-,-,-,-
masa1299,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,t,s,-,-,-,-,-,-,a,-,-,-,-,-,-
shii1238,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,-,-,-,u,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
chuk1274,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-
