language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55
mpam1239,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bang1354,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,o,k,-,-,a,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
dibo1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,s,-,i,-,s,-,-,a,-,-,-,-,-,-,-,-
dibo1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,n,k,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bomi1238,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-
yaka1272,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,g,-,-,i,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,l,-,i,-,-,-,-,i,-,-,-,-,-,-,-,-
ngom1268,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,y,-,e,-,l,-,-,i,-,-,-,-,-,-,-,-
bamw1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,n,g,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
bamw1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,n,g,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bamw1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,n,g,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ndol1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,n,g,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,z,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bolo1263,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,i,i,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
budz1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,s,i,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bwel1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,h,i,i,h,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kele1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
mbol1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
lomb1260,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,b,-,-,-,-,a,-,-,-,-,-,-,-,-
bata1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
beng1282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
yasa1242,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,o,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,b,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
dual1243,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
mali1280,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,a,-,-,-,-,-,k,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
orok1266,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
ndas1238,-,-,u,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wumb1242,-,-,u,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sigh1238,m,-,u,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
osam1235,N,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
maho1248,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kota1274,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mwes1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mban1268,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kele1257,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sake1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
eviy1235,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
bubi1250,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
tsog1243,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
simb1254,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
pinj1243,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,x,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kand1300,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,x,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
myen1241,-,-,o,o,r,a,a,m,-,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
myen1241,-,-,o,-,r,-,a,m,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
myen1241,-,-,o,-,r,-,a,m,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
myen1241,-,-,i,-,r,-,a,m,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
myen1241,-,-,o,-,r,-,a,m,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tete1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,d,-,y,-,-,o,-,o,-,-,-,-,-,-,-,-
ombo1238,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
deng1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,i,i,s,a,-,a,-,-,-,-,-,-,-,-
bush1247,-,-,-,-,-,-,-,m,-,-,-,w,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-
wong1247,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,u,-,r,-,-,a,-,-,-,-,-,-,-,-
doee1238,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,m,-,-,-,z,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,m,-,i,-,z,-,h,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,h,-,-,i,-,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,m,-,-,-,z,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,n,-,-,d,-,o,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,n,-,-,d,-,o,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
gogo1263,-,-,-,-,-,-,-,m,-,m,-,d,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,m,-,u,-,s,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,l,-,u,-,z,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,m,-,-,-,r,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,i,-,N,-,-,g,-,a,-
tave1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,l,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,i,d,Z,-,-,i,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
chim1312,h,i,i,-,-,-,-,n,-,-,-,z,-,i,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,m,-,-,-,z,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,m,-,-,-,z,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,n,-,-,-,z,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,l,-,u,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,l,-,u,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,l,-,u,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,l,-,u,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mate1258,-,-,i,-,-,-,-,N,-,-,-,g,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mpot1240,-,-,-,-,-,-,-,N,-,-,-,k,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,N,-,-,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,5,-,-,-,T,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,g,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,S,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,l,-,u,-,s,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,l,-,u,u,s,-,-,-,i,-,-,-,i,-,-,i,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,l,-,i,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,m,-,i,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,l,-,i,-,S,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,-,m,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nucl1379,-,-,u,-,-,-,-,n,-,-,-,d,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
