language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46
kuri1259,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ngur1263,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,o,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,k,-,o,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
zana1238,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ikom1245,-,-,-,-,-,-,k,-,u,-,b,-,-,h,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gusi1247,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
jita1239,-,-,-,o,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kway1241,-,-,-,o,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kara1481,-,-,-,o,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
saam1283,-,-,-,o,-,-,h,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,k,h,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,i,t,s,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
logo1258,-,-,-,-,-,-,k,-,u,-,v,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,i,-,z,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
masa1299,-,-,-,-,-,-,k,h,u,-,b,-,-,a,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
shii1238,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
chuk1274,-,-,-,-,-,-,g,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
thar1283,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,k,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,g,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,n,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dhai1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
temi1247,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
moch1256,-,-,-,-,-,-,i,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,i,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,i,-,s,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mach1266,-,-,-,-,-,-,y,-,e,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gwen1239,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kahe1238,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ndzw1235,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-,s,-,-,-,i,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
ngaz1238,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyan1308,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,e,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
shon1251,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,e,-,-,-,-,-,r,-,-,-,e,n,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kala1384,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
vend1245,-,-,-,-,-,-,-,-,-,-,v,-,-,h,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
taab1238,-,-,-,-,-,-,k,-,u,-,p,-,-,-,-,-,-,-,e,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
bemb1257,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,e,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
song1303,-,-,-,-,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,i,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
luba1249,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,i,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
holo1240,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
diri1252,-,-,-,-,-,-,-,-,-,-,v,-,-,a,-,-,-,-,a,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
buku1249,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,a,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lega1249,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,a,n,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nyan1304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,a,n,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kgal1244,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tswa1253,-,-,-,-,-,-,-,-,-,-,d,u,u,e,-,-,-,-,e,-,-,-,-,-,d,i,i,s,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tson1249,-,-,-,-,-,-,-,-,-,-,L,-,-,a,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
xhos1239,-,-,-,u,-,-,k,-,u,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
zulu1248,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
zulu1248,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
makh1261,-,-,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,a,-,l,a,k,e,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
makh1264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,a,k,e,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
phen1239,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,e,l,a,-,-,-,-,-,-,-,-,-
sond1250,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
umbu1257,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
song1299,-,-,-,-,-,-,k,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,g,-,-
ding1239,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,g,-,-
ding1239,-,-,-,-,-,-,u,-,u,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,g,-,-
yans1239,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mpuo1241,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,g,-,3
nzad1234,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
ngul1247,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,g,-,-
saka1287,-,-,-,-,-,-,-,-,E,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yaka1269,-,-,-,-,-,-,-,-,-,-,t,-,-,a,a,a,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
koon1244,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
laar1238,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
sira1266,-,-,-,-,-,-,x,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,u,n,3,-,-,-,-,-,-,-,-,-
sang1333,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
sang1333,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
punu1239,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
lumb1249,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
vili1238,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,e,-,e,-,-,-,-,-,-,-,-,-
njeb1242,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tsaa1242,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wand1266,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wand1266,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
duma1253,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
duma1253,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kani1279,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kani1279,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
ndum1239,-,-,-,-,-,-,g,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tchi1245,-,-,-,-,-,-,k,-,i,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mber1257,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mber1257,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
teke1275,-,-,-,-,-,-,k,-,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
teke1275,-,-,-,-,-,-,k,-,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tien1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,a,-,-,-,-,-,-,-,-,-
lika1243,-,-,-,-,-,-,k,a,a,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
bali1274,-,-,-,-,-,-,-,-,u,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bwaa1238,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bwaa1238,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bila1255,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,y,-,a,-,-,-,-,-,-,-,-,-
kang1285,-,-,-,-,-,-,-,a,a,-,t,-,-,a,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,a,-,a,-,-,-,-,-,-,-,-,-
ndak1241,-,-,-,-,-,-,k,-,u,-,p,-,-,o,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
mbod1238,-,-,-,-,-,-,k,-,u,-,s,-,-,a,a,a,a,b,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
tuki1240,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nugu1242,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yang1293,-,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-
yang1293,-,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-
tune1261,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-
seki1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,a,t,-,-,-,a,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,o,o
kwak1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-,a,-,-,n,-,-,-,T,E,E
maka1304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
shiw1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kwas1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpie1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,a,l,-,-,-,a,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
koon1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,a,a,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
njye1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,a,a,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bekw1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bekw1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bulu1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,n,n,-,-,-,-,-,-
fang1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
fang1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
fang1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
ewon1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,a,n,n,-,-,-,-,-,-
eton1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,a,-,N,-,-,-,-,-,-
eton1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
baro1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,-,-,-,-,-,-,o,-,-,N,s,E,E,k,E,E
bank1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,-,-,-,-,-,-,o,-,-,N,-,-,-,s,E,E
basa1284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
akoo1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
akoo1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,o,-,-,N,-,-,-,-,-,-
baka1273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,o,-,-,N,-,-,-,-,-,-
mboc1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,3,-,-,-,-,-,-,-,3,-,-,N,-,-,-,-,3,3
bafa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-
