language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
doee1238,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kutu1263,m,b,a,-,l,-,-,a,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,N,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
gogo1263,-,-,-,-,-,-,-,-,-,m,-,-,w,-,e,e,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,m,-,-,l,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,-,-,-,-,-,-,e,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,i,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,e,-,-,-,-,-,-,d,-,-,-,Z,-,-,-,-,i,-,-,-,i,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,m,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-
