language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56
mokp1239,-,-,-,-,-,m,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,i,i,-,-,-
ndas1238,-,-,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,s,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
wumb1242,-,-,-,-,-,u,n,-,-,a,N,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-
sigh1238,-,-,e,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-,-,-,-
osam1235,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kota1274,-,-,b,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,k,-,a,-,-,-,-,-,-,-
kele1257,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,-,-
ngom1270,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,k,-,a,-,-,-,-,-,-,-
ndam1254,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,E,-,-,-
ndam1254,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,E,-,-,-
ndam1254,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,E,-,-,-
sake1247,-,-,-,-,-,o,d,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,m,-,a,-,-,-,-,-,-,-
eviy1235,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bubi1250,-,-,-,-,l,a,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tsog1243,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
simb1254,-,-,m,-,w,a,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
pinj1243,-,-,m,o,l,a,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kand1300,-,-,m,o,p,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,o,-,-,o,-,-,p,o,-,o,-,s,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,p,-,-,o,-,s,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,p,-,-,o,-,s,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ombo1238,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
bush1247,-,-,-,-,-,a,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,a,a,a,k
doee1238,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
gogo1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,i,-,-,-,-,y,-,a,-,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,u,-,-,u,d,u,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,n,-,a,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,o,-,m,-,b,-,-,-,-,-,-,o,-,-,-,-,k,-,a,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,u,-,m,-,b,-,-,-,-,-,-,u,-,-,-,-,k,-,a,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,m,-,b,-,-,-,-,-,-,u,-,-,-,-,k,-,a,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,h,a,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,k,-,a,-,-,-,-,-,-,-
mpot1240,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,h,a,-,-,g,-,-,-,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-,k,-,a,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,y,a,n,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,-,-,-,-,-,k,h,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,n,-,a,-,-,-,-,-,-,-
nucl1379,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,u,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hehe1240,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bena1262,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,u,-,v,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
fipa1238,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,n,-,a,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,n,-,a,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,n,-,a,-,-,-,-,-,-,-
wand1264,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,n,-,a,-,-,-,-,-,-,-
nyam1275,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,n,-,a,-,-,-,-,-,-,-
pimb1238,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rung1255,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,u,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mali1279,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
lamb1272,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyak1260,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
