language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
doee1238,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
kwer1261,-,k,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
kami1256,-,k,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
zara1247,-,k,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
kutu1263,-,k,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
sham1280,-,k,-,u,-,-,-,-,-,-,-,t,-,-,-,a,-,h,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
bond1247,-,k,-,u,-,-,-,-,-,-,-,t,-,-,-,a,-,h,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
zigu1244,-,k,-,u,-,-,-,-,-,-,-,t,-,-,-,a,-,h,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
ngul1246,-,k,-,u,-,-,-,-,-,-,-,t,-,-,-,a,-,h,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
gogo1263,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,e,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
lugu1238,-,k,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
lang1320,-,k,-,u,-,-,-,-,-,-,-,t,-,-,-,a,-,y,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
tait1250,-,k,-,u,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
saga1256,-,k,-,w,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,e,-,-,z,-,-,-,-,-,-,-,a,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,h,-,i,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-
