language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
mbos1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
mbos1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
mbos1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
mbos1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
koyo1242,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
koyo1242,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,i,n,d,Z,i,-,i,-,-,5,-,-,-,-,E,-,-,-,-,-,-,-,E,-,-,-
mbok1243,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
akwa1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,d,z,i,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
maba1270,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-
mong1338,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,s,a,f,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bang1354,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-
dibo1245,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,d,z,-,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
dibo1245,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-,g,-,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
bomi1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
yaka1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,i,-,-,5,-,-,-,-,E,-,-,-,-,-,-,-,E,-,-,-
sode1235,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,y,-,-,-,-,-,-,-,e,-,-,-
beng1282,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,a,-,-,n,-,-,-,d,Z,-,-,-,-,-,-,-,a,-,-,-
dual1243,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,s,-,-,a,-,-,n,-,-,-,-,y,-,-,-,-,-,-,-,i,-,-,-
mali1280,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,5,-,e,e,d,Z,-,-,-,i,-,-,-,i,-,-,-
orok1266,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,l,-,-,-,-,-,-,-,i,-,-,-
