language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53
orok1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mokp1239,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
ndas1238,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-
wumb1242,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-
sigh1238,-,-,-,m,-,-,-,-,-,-,u,-,u,n,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,y,-,-,i,-,-,-,-,-,i,-,-,-,-
osam1235,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-
maho1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-
kota1274,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-
mwes1234,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,n,-,-,-,-,z,-,-,-,-,-,-,-,-,e,-,-,-,-
mban1268,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,N,-,-,i,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-
kele1257,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-
ndam1254,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,E,-,-,-,-
ndam1254,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,E,-,-,-,-
sake1247,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,E,-,-,-,-
eviy1235,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,E,-,-,-,-
bubi1250,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,e,-,-,-,-
tsog1243,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,E,-,-,-,-
simb1254,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,E,-,-,-,-
pinj1243,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,E,-,-,-,-
kand1300,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,e,-,-,-,-
myen1241,-,-,-,o,-,-,-,-,-,-,o,-,-,-,-,-,z,-,-,-,-,E,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,x,-,-,E,-,-,-,-,-,E,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,E,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,E,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,n,-,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,E,-,-,-,-
myen1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,E,-,-,-,-
tete1250,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,T,-,-,u,-,-,-,-,-,u,-,-,-,-
ombo1238,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,e,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,k,-,-,e,-,-,-,-,-,e,-,-,-,-
deng1250,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-,-,-,g,-,-,o,-,-,-,-,-,o,-,-,-,-
bush1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,y,-,E,-,-,-,-,-,E,-,-,E,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
wong1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
doee1238,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
kwer1261,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
kami1256,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
zara1247,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
kutu1263,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
bond1247,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
zigu1244,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
ngul1246,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
gogo1263,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,a,-,-,-,a,-,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-
kagu1239,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
lugu1238,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
lang1320,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,e,-,-,-,-
tait1250,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,g,a,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
saga1256,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
tave1240,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,a,-,-,-,z,-,i,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,a,-,-,-,-,-,a,-,-,-,-
asut1235,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,a,l,a,-,l,-,e,-,-,-,-
asut1235,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,a,l,a,-,l,-,e,-,-,-,-
giry1241,-,-,-,m,-,-,-,-,-,-,u,-,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
digo1243,-,-,-,m,-,-,-,-,-,-,-,-,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
poko1261,-,-,-,m,-,-,-,-,-,-,u,-,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
chim1312,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,a,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
swah1253,-,-,-,m,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
swah1253,-,-,-,m,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
swah1253,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
swah1253,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
swah1253,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mwan1247,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
ilwa1237,-,-,-,m,-,-,-,-,-,-,-,-,-,t,-,-,S,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
nden1248,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-
nden1248,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-
matu1259,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-
ngin1244,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mate1258,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-
mpot1240,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mand1423,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
yaoo1241,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mwer1248,-,-,-,n,-,-,-,-,-,-,t,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,b,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-
mako1251,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,-
ndam1239,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mbun1248,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
pogo1243,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
pang1287,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
nucl1379,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
hehe1240,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,u,h,-,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
bena1262,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
sang1330,-,u,-,m,-,-,-,-,-,-,u,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
vwan1235,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
fipa1238,-,u,-,l,-,-,-,-,-,-,u,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-
