language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
mbos1242,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mbos1242,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mbos1242,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mbos1242,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
koyo1242,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
koyo1242,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
mbok1243,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
akwa1248,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
maba1270,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mong1338,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,o,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
bang1354,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
dibo1245,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
dibo1245,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
bomi1238,-,-,-,-,-,-,m,-,-,N,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
yaka1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
ngom1268,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
sode1235,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
sode1235,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
kele1255,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
lomb1260,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
beng1282,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
yasa1242,-,-,-,-,-,-,m,-,-,-,-,u,u,-,a,-,a,-,-,-,-,n,-,-,o,-,-,-,-,-,o,-,-,-
dual1243,-,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mali1280,-,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,u,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
orok1266,-,-,-,-,-,-,N,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
orok1266,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
orok1266,-,-,-,-,-,-,N,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
mokp1239,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
ndas1238,-,-,-,-,-,-,N,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
wumb1242,-,-,-,-,-,-,N,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
sigh1238,-,-,-,-,-,-,m,-,-,-,-,w,-,-,a,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,a,-,-,-
osam1235,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
maho1248,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
kota1274,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mwes1234,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
mban1268,-,-,-,-,-,-,N,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
kele1257,-,-,-,-,-,-,m,-,-,-,-,y,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
ngom1270,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
ngom1270,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
ndam1254,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-
ndam1254,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-
ndam1254,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-
sake1247,-,-,-,-,-,-,m,-,-,-,-,w,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-
