language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
kagu1239,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,h,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,i,h,u,m,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
tave1240,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,N,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,g,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,h,-,-,-,e,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
poko1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,h,-,-,e,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,p,-,-,-,e,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,l,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nden1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,s,-,u,-,-,n,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mate1258,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,h,w,-,-,-,a,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
mpot1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
mand1423,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
tanz1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mwer1248,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
ndam1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,y,-,-,-,-,e,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pang1287,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nucl1379,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
hehe1240,-,-,-,-,-,-,-,-,-,i,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,a,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bena1262,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,a,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sang1330,-,-,-,-,-,-,-,-,-,i,l,i,p,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
vwan1235,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,h,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
fipa1238,-,-,-,-,-,-,-,u,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
wand1264,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyam1275,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pimb1238,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rung1255,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bung1265,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nyih1240,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
mali1279,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
lamb1272,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ndal1241,-,-,-,t,-,-,S,i,k,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyam1276,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
sumb1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,z,-,-,-,-,e,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
toor1238,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyan1307,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyor1246,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
chig1238,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyam1277,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
zinz1238,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
haya1250,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kere1283,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
shub1238,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
hang1260,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rund1242,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
haaa1252,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
vinz1238,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,o,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
soga1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
gwer1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
gand1255,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,e,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
suba1238,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,o,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,o,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,o,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kuri1259,-,-,-,-,-,-,-,e,-,e,-,-,m,-,-,b,E,E,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
ngur1263,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,o,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,u,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,u,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
zana1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
ikom1245,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,k,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
gusi1247,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
jita1239,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kway1241,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kara1481,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,u,-,-,y,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,u,S,i,n,d,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
logo1258,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,u,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
masa1299,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
shii1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,p,-,-,-,-,u,-,-,u,s,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
chuk1274,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,k,-,-,-,-,u,-,-,n,g,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
thar1283,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,u,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,o,N,g,-,-,-,-,i
mwim1241,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,o,N,g,-,-,-,-,i
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,u,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,o,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,a,-,t,-,o,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,u,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,o,-,-,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,u,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,o,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,-,-,r,-,o,v,-,u,-,-,-,-,-,-,-,u,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,-,-,r,o,o,v,-,u,-,-,-,-,-,-,-,u,-,-,-,v,-,-,-,-,-,-,-,o,-,-,-,o,-,-,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,-,-,-,-,r,o,o,h,-,u,-,-,-,-,-,-,-,u,-,-,-,h,-,-,-,-,-,-,-,o,-,-,-,o,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,e,-,-,s,-,-,-,-,e,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,e,-,-,s,-,-,-,-,e,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
kamb1297,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,o,-,-,N,g,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
dhai1238,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
temi1247,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
