language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
mbos1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,e,-,-,e,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,E,-,-,E,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,e,-,-,e,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
koyo1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
koyo1242,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,g,o,o,-,-,-,-,-,-,-,-,-
mbok1243,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,x,-,e,-,-,-,-,-,-,-,-,-
akwa1248,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,g,-,o,-,-,-,-,-,-,-,-,-
maba1270,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
mong1338,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
bang1354,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,a,-,-,a,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
dibo1245,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,-,o,-,-,t,-,-,-,-,-,e
dibo1245,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,-,o,-,-,t,-,-,-,-,-,e
bomi1238,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
yaka1272,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,o,-,-,o,-,-,-,-,k,o,o,-,-,-,-,-,-,-,-,-
ngom1268,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,m,-,-,-,b,-,-,-,-,-,-,e,l,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sode1235,-,-,-,-,-,-,m,-,-,-,b,-,-,-,-,-,-,e,l,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kele1255,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-,-
lomb1260,-,-,-,-,-,-,m,-,-,-,b,-,-,-,-,-,-,e,l,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
beng1282,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,b,-,o,-,-,-,-,-,-,-,-,-
yasa1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,a,a,-,d,-,-,-,-,i,i
