language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
mbos1242,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mbos1242,-,-,-,-,-,-,d,-,-,-,z,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-
mbos1242,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
koyo1242,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
koyo1242,-,-,-,-,-,-,n,-,d,-,Z,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-
mbok1243,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,a,-,-,-,-,-,-,a,-,-,-,-
akwa1248,-,-,-,-,-,-,n,-,d,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
maba1270,-,-,-,-,-,-,n,-,-,-,y,-,-,-,-,a,-,-,-,-,l,-,a,-,-,-,-
mong1338,-,-,-,-,-,-,n,-,-,-,y,-,-,-,-,a,-,-,-,-,l,-,a,-,-,-,-
bang1354,-,-,-,-,-,-,n,-,-,-,z,-,-,-,-,a,-,-,-,-,l,-,a,-,-,-,-
dibo1245,-,-,-,-,-,-,n,-,-,-,z,-,-,-,-,a,-,-,-,-,l,-,a,-,-,-,-
dibo1245,-,-,-,-,-,-,n,-,-,-,z,-,a,-,-,a,-,-,-,-,l,-,a,-,-,-,-
bomi1238,-,-,-,-,-,-,n,-,-,-,z,-,-,-,-,a,-,-,-,-,l,-,a,-,-,-,-
yaka1272,-,-,-,-,-,-,n,-,z,-,z,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
ngom1268,-,-,-,-,-,-,n,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,e,-,-,m,-,b,-,a,-,-,-,-
sode1235,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,e,-,-,m,-,b,-,a,-,-,-,-
