language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
kimb1242,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
nila1242,-,-,-,-,-,-,k,-,-,-,-,-,-,w,i,-,o,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
toor1238,-,-,-,-,-,-,k,-,-,-,u,-,-,r,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1307,-,-,-,-,-,-,k,-,-,-,u,-,-,r,-,-,e,-,e,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyor1246,-,-,-,-,-,-,k,-,-,-,u,-,-,r,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
chig1238,-,-,-,-,o,-,k,-,-,-,u,-,-,r,-,-,e,-,e,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyam1277,-,-,-,-,-,-,k,-,-,-,u,-,-,l,-,-,-,-,e,-,-,-,-,e,b,-,-,-,-,-,-,-,a,-,-,-,-,-
zinz1238,-,-,-,-,-,-,k,-,-,-,u,-,-,l,-,-,-,-,e,-,-,-,-,e,b,-,-,-,-,-,-,-,a,-,-,-,-,-
haya1250,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kere1283,-,-,-,-,-,-,k,-,-,-,u,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
shub1238,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
hang1260,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
rund1242,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
haaa1252,-,-,-,-,u,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
vinz1238,-,-,-,-,u,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
soga1242,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
gwer1238,-,-,-,-,-,-,k,-,-,-,u,-,-,w,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
gand1255,-,-,-,-,-,-,k,-,-,-,u,-,-,l,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
suba1238,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,-,-,-,-,o,-,k,-,-,-,o,-,-,m,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,-,-,-,-,o,-,k,-,-,-,o,-,-,m,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,a,-,-,-,-,-
kuri1259,m,a,a,a,a,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
ngur1263,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
ikiz1238,-,-,-,-,o,-,k,-,-,-,u,-,-,r,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
ikiz1238,-,-,-,-,-,-,k,-,-,-,o,-,-,r,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
zana1238,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
ikom1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,i,-,g,h,-,i,-,-,-,-,-
gusi1247,-,-,-,-,-,-,r,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
jita1239,-,-,-,-,o,-,k,-,-,-,u,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
kway1241,-,-,-,-,o,-,k,-,-,-,u,-,-,l,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
kara1481,-,-,-,-,o,-,k,-,-,-,u,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
saam1283,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
saam1283,-,-,-,-,-,-,k,h,-,-,u,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
logo1258,-,-,-,-,-,-,k,-,-,-,o,-,-,r,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
masa1299,-,-,-,-,-,-,k,h,-,-,u,-,-,b,-,-,o,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
shii1238,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,o,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
chuk1274,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
thar1283,-,-,-,-,-,-,k,w,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
mwim1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,k,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,l,-,-,i,-,-,y,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
meru1245,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
embu1241,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kiku1240,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kamb1297,-,-,-,-,-,-,k,-,-,-,w,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
dhai1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
temi1247,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
moch1256,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,i,a,m,b,-,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
vunj1238,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,y,-,a,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,y,-,a,-,-,-,-,-
romb1244,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,e,-,a,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,i,-,-,h,-,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
mach1266,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,y,i,a,-,-,-,-,-
gwen1239,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kahe1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,d,u,-,-,v,-,a,-,-,-,-,-
maor1244,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
ndzw1235,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
ngaz1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kund1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
tumb1250,-,-,-,-,-,-,k,-,-,-,u,-,-,w,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
shon1251,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
vend1245,-,-,-,-,-,-,-,-,-,-,v,-,-,h,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
luya1241,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
nkoy1244,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
taab1238,-,-,-,-,-,-,k,-,-,-,u,u,-,m,-,-,o,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
bemb1257,-,-,-,-,u,-,k,-,-,-,u,u,-,m,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
lala1264,-,-,-,-,u,-,k,-,-,-,u,-,-,b,-,-,o,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
lamb1271,-,-,-,-,u,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kaon1241,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
lenj1248,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
soli1239,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
tong1318,-,-,-,-,-,-,k,-,-,-,u,-,-,b,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
luba1250,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
hemb1242,-,-,-,-,-,-,-,-,-,-,u,u,-,m,-,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
sang1331,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
song1303,-,-,-,-,-,-,k,-,-,-,u,-,-,m,-,-,o,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
luba1249,-,-,-,-,-,-,k,-,-,-,u,u,-,m,-,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
enya1247,-,-,-,-,-,-,k,-,-,-,u,u,-,m,-,-,o,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
song1300,-,-,-,-,-,-,k,-,-,-,o,o,-,m,-,-,o,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
holo1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
diri1252,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
buku1249,-,-,-,-,-,-,b,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,a,-,-,-,-,-
mitu1240,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lega1249,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
