language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
doee1238,-,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
kwer1261,-,-,-,-,-,-,t,-,S,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
kami1256,-,-,-,-,-,-,t,-,S,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-
zara1247,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
kutu1263,-,-,-,-,-,-,t,-,S,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
sham1280,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
zigu1244,-,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
ngul1246,-,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
gogo1263,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
kagu1239,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
lugu1238,-,-,-,-,-,-,t,-,S,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
lang1320,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
tait1250,-,-,m,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
saga1256,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,-,u,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
tave1240,-,-,m,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-
asut1235,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,v,u,-,u,-,-,-,-,-,-,-,-
asut1235,-,-,m,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-
giry1241,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
digo1243,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,v,-,-,u,-,-,-,-,-,-,-,-
