language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
doee1238,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
kwer1261,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
kami1256,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
zara1247,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
kutu1263,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
sham1280,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
bond1247,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
zigu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
ngul1246,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,-,-,f,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
gogo1263,-,-,-,-,-,m,-,-,-,-,-,-,-,-,v,-,-,-,-,w,i,-,i,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
kagu1239,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
lugu1238,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-
lang1320,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-
tait1250,-,-,-,-,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,d,-,-,-,i,-,a,-,-
saga1256,-,-,-,-,-,s,-,-,-,-,i,-,-,-,s,-,-,-,-,i,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-
tave1240,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
asut1235,-,-,-,-,-,d,-,-,-,-,-,-,-,-,Z,-,-,-,-,w,i,-,i,-,i,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
asut1235,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
asut1235,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
giry1241,-,-,-,-,-,l,-,-,-,-,u,d,-,-,z,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-
digo1243,-,-,-,-,-,r,-,-,-,-,u,-,-,-,5,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-
poko1261,-,-,-,-,-,y,-,-,-,-,u,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
chim1312,-,-,-,-,-,-,-,-,-,-,i,-,-,-,S,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,-,N,-,g,-,-,-,i,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,u,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,u,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
swah1253,-,-,-,-,-,-,-,-,-,-,u,-,-,-,4,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
mwan1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,w,-,-,i,-,i,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-
ilwa1237,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,-,-,a,a,-,a,-,a,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
nden1248,-,-,-,-,-,l,-,-,-,-,u,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
nden1248,-,-,-,-,-,l,-,-,-,-,u,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
matu1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
ngin1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
mate1258,-,-,-,-,-,l,i,-,y,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,u,-,-,-,-
mpot1240,-,-,-,-,-,l,i,-,y,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,u,-,-,-,-
mand1423,-,-,-,-,-,l,i,-,y,-,u,-,-,-,n,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
tanz1241,-,-,-,-,-,l,-,-,-,-,u,-,-,-,n,-,-,y,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
yaoo1241,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,b,-,-,-,o,-,-,-,-
mwer1248,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,b,-,-,-,o,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,m,-,b,-,-,-,u,-,-,-,-
mako1251,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,d,-,-,-,o,-,-,-,-
ndam1239,-,-,-,-,-,l,-,-,-,-,u,-,-,-,5,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
mbun1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
pogo1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,-
pang1287,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
nucl1379,-,-,-,u,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,y,-,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
hehe1240,-,-,-,i,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,i,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
bena1262,-,-,-,u,-,l,-,-,-,-,u,-,-,-,-,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
sang1330,-,-,-,u,-,l,-,-,-,-,u,-,-,-,f,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
vwan1235,-,-,-,-,-,l,-,-,-,-,i,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
fipa1238,-,-,-,-,-,-,-,-,-,-,i,-,-,i,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,i,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
mamb1296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
wand1264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
nyam1275,-,-,-,-,-,-,-,-,-,-,u,-,l,u,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
pimb1238,-,-,-,-,-,-,-,-,-,-,e,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
rung1255,-,-,-,-,-,-,-,-,-,-,u,-,l,u,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
bung1265,-,-,-,-,-,-,-,-,-,-,i,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
bend1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-
nyih1240,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
mali1279,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
lamb1272,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
safw1238,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
ndal1241,-,-,-,-,-,-,-,-,-,-,i,t,S,i,N,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
nyak1260,-,-,-,-,-,-,-,-,-,-,i,-,-,-,5,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
suku1261,-,-,-,-,-,l,-,-,-,-,u,-,-,-,y,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
suku1261,-,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,z,-,-,-,i,-,-,-,-
nyam1276,-,-,-,-,-,n,-,-,-,-,-,-,-,-,z,-,-,-,-,w,-,-,i,-,i,-,-,-,-,-,-,-,-,l,-,-,-,i,-,-,-,-
sumb1240,-,-,-,-,-,m,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-
nyat1246,-,-,-,-,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kimb1242,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,5,e,l,-,-,-,e,-,-,-,-
nila1242,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-,-,-,u,-,-,-,-,u,-,-,-,-,-,-,m,-,b,-,-,-,E,-,-,-,-
toor1238,-,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,-,-,e,-,-,-,-
nyan1307,-,-,-,e,-,-,-,-,-,-,i,-,-,-,S,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,y,-,e,-,-,-,-
nyor1246,-,-,-,e,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,-,-,e,-,-,-,-
chig1238,-,-,-,e,-,-,-,-,-,-,i,-,-,-,S,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,y,-,e,-,-,-,-
