language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kaya1315,l,-,-,-,u,h,u,-,-,-,h,-
yinb1236,l,-,-,v,u,h,u,-,-,-,h,-
manu1255,7,a,a,l,o,-,o,-,-,-,-,-
yint1235,7,a,a,S,u,-,u,-,-,-,N,-
brek1238,7,E,E,8,u,-,u,-,-,-,-,-
bwek1238,-,-,-,8,i,-,i,-,-,-,-,-
geba1237,-,3,3,8,i,-,i,p,a,a,7,-
east2342,-,-,-,l,o,-,o,-,-,-,-,-
west2409,-,-,-,l,o,h,o,-,-,-,h,-
zaye1235,-,-,-,l,o,-,o,-,-,u,w,N
