language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kaya1315,-,-,-,k,-,h,-,-,-,-,l,-,o,h,o,h,-,-,-
yinb1236,-,-,-,-,-,-,-,-,-,-,r,-,v,h,v,h,w,e,e
manu1255,-,-,-,7,a,a,t,o,o,k,h,l,o,-,o,-,-,-,-
manu1255,-,-,-,k,a,a,-,-,-,-,w,-,o,-,o,-,-,-,-
yint1235,-,-,-,7,a,a,t,a,a,k,l,-,u,-,u,-,-,-,-
yint1235,-,-,-,7,a,a,d,-,-,-,Z,-,E,-,E,-,-,-,-
brek1238,-,-,-,k,a,a,-,-,-,-,r,-,o,-,o,-,-,-,-
bwek1238,-,-,-,-,-,-,-,-,-,-,S,-,o,-,o,-,-,-,-
geba1237,-,-,-,-,3,3,-,-,-,-,s,-,o,-,o,7,-,-,-
east2342,-,-,-,-,-,-,-,-,-,-,r,-,o,-,o,-,-,-,-
west2409,-,-,-,-,-,-,-,-,-,-,r,-,o,h,o,h,-,-,-
zaye1235,Z,u,u,q,a,a,-,-,-,-,-,-,-,-,i,y,-,-,-
