language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
kaya1315,-,-,s,3,3,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
yinb1236,-,t,s,-,u,h,u,-,h,k,a,a,i,h,i,h,-,-,-,-
manu1255,-,t,s,h,o,-,o,-,m,-,-,-,i,-,i,-,-,-,-,-
manu1255,-,-,-,-,-,-,-,-,m,-,-,-,i,-,i,k,-,E,E,-
yint1235,-,-,s,h,u,-,u,-,m,-,-,-,i,h,i,h,-,-,-,-
yint1235,-,-,-,-,-,-,-,-,m,-,-,-,i,h,i,h,k,a,a,i
brek1238,-,-,d,Z,u,-,u,-,m,-,-,-,i,-,i,-,-,-,-,-
brek1238,-,-,-,-,-,-,-,-,m,-,-,-,i,-,i,k,-,E,E,-
bwek1238,-,-,-,g,E,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-
geba1237,-,-,S,w,e,-,e,7,m,-,-,-,e,-,e,7,-,-,-,-
east2342,-,-,S,h,u,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
west2409,i,i,s,h,u,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
zaye1235,-,-,t,h,a,-,a,-,N,-,-,-,-,-,-,-,-,-,-,-
