language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
egab1234,-,-,-,-,-,-,-,-,-,-,-,t,S,h,-,i,w
nuji1238,-,-,-,-,-,-,-,-,-,q,o,t,S,h,-,o,-
nuji1238,-,-,-,-,-,-,-,-,-,-,-,t,S,h,-,i,w
enqi1234,-,-,-,-,-,-,-,-,-,-,-,t,S,h,-,y,o
tuol1234,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,o,-
eryu1239,-,-,k,-,-,y,i,-,-,k,E,t,-,-,-,o,-
yunl1238,-,-,t,S,-,h,i,-,-,k,E,t,S,h,w,a,-
qili1234,p,i,t,S,-,h,-,-,-,-,a,t,s,h,-,o,-
heqi1238,-,-,-,x,-,w,a,t,-,h,u,t,s,h,w,o,-
jian1239,-,-,t,S,-,h,i,t,S,h,E,t,s,h,-,o,-
xian1250,-,-,-,S,i,l,i,k,-,y,E,t,S,h,-,E,-
lanp1241,-,-,-,k,u,l,-,-,-,-,u,t,s,h,-,u,-
zhou1234,-,-,-,-,-,-,-,-,-,-,-,t,s,h,-,o,-
