language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
taiy1243,-,-,-,m,-,i,-,3,-,N,t,h,-,i,e,-
ouji1238,-,-,-,m,-,-,-,i,-,N,t,h,-,i,a,n
wulu1243,-,-,-,m,-,-,-,i,-,n,t,h,i,E,-,n
zhen1241,-,-,-,m,i,y,-,3,-,-,-,r,k,o,-,-
zhen1241,-,-,-,m,i,y,a,u,-,-,-,r,k,o,-,-
zhen1241,-,-,-,m,-,-,-,i,-,N,t,h,-,i,a,n
hang1257,-,-,-,m,-,-,-,i,-,N,t,h,-,i,a,n
yinc1239,-,-,-,m,-,-,-,i,-,N,t,h,-,i,a,n
guiy1235,-,-,-,m,-,-,-,i,-,n,t,h,-,i,a,n
jina1245,-,-,-,m,-,-,-,i,-,N,t,h,-,i,a,-
nanj1234,-,-,-,m,-,-,-,3,-,-,-,r,k,o,-,-
nanj1234,-,-,-,m,-,-,-,i,-,n,t,h,i,e,-,n
huhe1234,-,-,-,m,-,-,-,i,y,a,-,r,k,3,-,7
huhe1234,-,-,-,m,-,-,-,i,-,N,t,h,i,e,-,-
chen1267,-,-,-,m,-,-,-,i,-,n,t,h,-,i,a,n
qing1240,-,-,-,m,-,-,-,i,-,-,-,N,-,i,-,-
zhou1234,-,-,-,y,-,-,-,u,-,-,t,r,-,e,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,-,i,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,-,e,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,-,e,-,-
bulg1262,-,-,-,y,-,-,-,u,-,-,t,r,-,e,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,-,e,-,-
bulg1262,-,-,-,y,-,-,-,u,-,-,t,r,-,e,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,-,i,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,y,3,-,-
bulg1262,-,-,-,-,-,-,-,u,-,-,t,r,-,e,-,-
