language,x1,x2,x3
nuji1238,S,-,u
eryu1239,s,-,o
yunl1238,S,-,o
qili1234,s,-,o
heqi1238,s,w,o
jian1239,s,-,o
xian1250,S,-,E
lanp1241,s,-,u
