language,x1,x2
egab1234,N,u
nuji1238,N,-
nuji1238,N,u
enqi1234,N,o
tuol1234,N,o
eryu1239,-,o
yunl1238,N,u
qili1234,N,o
heqi1238,-,u
jian1239,-,o
xian1250,N,u
lanp1241,-,u
zhou1234,N,o
