language,x1,x2,x3
egab1234,s,-,E
nuji1238,s,-,E
nuji1238,s,-,e
enqi1234,s,-,E
tuol1234,s,-,E
heqi1238,s,h,e
jian1239,s,-,e
lanp1241,s,-,e
