language,x1,x2,x3,x4
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,-,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,v,o,l,-
bulg1262,-,o,l,-
bulg1262,v,o,l,-
