language,x1,x2,x3
nuji1238,s,o,-
enqi1234,b,E,-
tuol1234,b,a,N
eryu1239,p,E,-
yunl1238,p,E,-
qili1234,p,E,-
heqi1238,p,E,-
jian1239,p,E,-
xian1250,p,E,-
lanp1241,s,o,-
zhou1234,p,E,-
