language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
zhou1234,b,-,e,-,-,S,-,-,-,-,-,e,-,-
zhou1234,b,-,e,-,-,-,-,-,-,-,-,-,-,-
zhou1234,b,-,e,o,-,m,-,-,-,-,-,o,-,-
zhou1234,b,-,e,-,-,m,-,-,-,-,-,o,-,-
zhou1234,t,-,-,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,E,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,S,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,i,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,n,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,y,-,-,-,-,-,o,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,-,-,-,y,-,-,-,-,-,o,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,-,-,-,y,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,o,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,e,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,o,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,E,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,i,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,-,-,-,-,-,-,-,-,-,e,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,3,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,y,-,-,-,-,-,o,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,y,-,-,-,-,-,o,-,-
bulg1262,-,-,-,-,-,b,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,o,-,-,S,-,-,-,-,-,3,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,i,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,-,-,-,y,-,-,-,-,-,o,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,i,-,-
bulg1262,b,y,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,y,E,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
bulg1262,b,-,e,-,-,S,-,-,-,-,-,e,-,-
