language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
eude1234,-,-,-,-,t,a,a,r,-,a,-,-,-,-,-,-,-
opat1246,-,-,-,-,t,a,-,r,-,a,-,-,-,-,-,-,-
yaqu1251,-,-,-,-,w,o,-,-,-,o,-,o,k,-,-,i,-
mayo1264,-,-,g,-,w,o,-,-,-,o,k,k,k,-,-,i,m
high1277,-,-,-,-,t,a,-,l,a,a,-,-,-,-,-,-,-
cent2131,-,-,-,-,r,a,-,r,a,a,-,-,-,-,-,-,-
sout3136,-,-,w,o,k,-,-,-,-,i,-,-,-,-,-,-,-
sout3136,-,-,-,-,t,a,-,r,-,a,-,-,-,-,-,-,-
lowl1264,-,-,-,-,t,a,a,r,a,a,-,-,-,-,-,-,-
tuba1279,n,i,y,o,k,i,i,r,-,-,-,-,-,-,-,-,-
tepi1240,-,-,-,-,-,-,-,g,-,o,o,o,k,u,i,i,-
tepi1240,-,-,-,-,t,a,a,r,-,a,-,-,-,-,-,-,-
