language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
opat1246,s,e,-,t,t,t,a,-,-,-,-
high1277,s,e,h,t,-,a,a,-,-,-,-
cent2131,s,e,-,r,-,a,a,-,-,-,-
cent2131,s,i,-,t,-,a,a,-,-,-,-
sout3136,s,3,-,t,-,-,a,-,-,-,-
lowl1264,s,e,h,t,-,a,a,n,a,m,e
toho1246,h,3,-,t,m,a,g,-,-,-,-
