language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
eude1234,-,-,-,-,-,-,k,-,u,-,u,s,-,-,a,-
eude1234,-,-,b,-,i,i,k,-,-,-,-,-,-,-,a,-
opat1246,g,-,w,-,-,i,k,-,-,-,-,-,-,-,-,-
yaqu1251,-,-,-,-,-,-,k,-,u,u,u,s,-,-,e,-
yaqu1251,b,-,w,i,i,i,k,-,-,-,-,-,-,-,a,-
mayo1264,-,-,-,-,-,-,k,-,u,u,u,s,-,-,e,-
mayo1264,b,-,w,i,i,i,k,-,-,-,-,-,-,-,a,-
high1277,-,-,-,-,-,-,k,-,u,-,-,s,-,-,u,-
high1277,-,-,w,-,-,i,k,-,a,-,-,-,-,-,a,-
cent2131,-,-,k,u,s,-,-,-,u,-,-,-,-,-,u,-
cent2131,n,a,w,a,h,i,-,-,-,-,-,-,-,-,i,-
cent2131,-,-,w,-,-,i,k,-,a,-,-,-,-,-,a,-
sout3136,k,-,-,-,-,-,-,-,u,-,-,s,-,-,u,-
sout3136,n,a,w,-,-,-,-,-,a,-,-,h,-,-,i,-
sout3136,k,-,w,-,-,-,-,-,i,-,-,k,-,-,a,-
lowl1264,-,-,w,i,-,i,k,-,-,-,-,-,-,-,a,-
tuba1279,-,-,-,-,-,-,k,-,u,-,-,s,-,-,u,-
tuba1279,-,-,-,-,-,-,n,-,i,-,-,y,-,a,i,y
tuba1279,-,-,-,-,-,-,k,w,i,-,-,k,-,w,i,t
toho1246,-,-,-,-,-,-,k,-,u,-,-,h,-,-,u,-
sono1245,-,-,-,-,-,-,k,-,u,-,-,h,-,-,u,-
nort2959,-,-,-,-,-,-,-,-,a,-,-,n,a,a,i,-
