language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
eude1234,-,-,d,u,u,-,-,k,-,u
eude1234,-,-,h,o,o,-,-,r,-,o
opat1246,-,-,h,a,a,-,-,r,-,a
opat1246,-,a,h,-,-,-,-,r,-,a
yaqu1251,-,i,y,u,u,-,-,k,-,e
mayo1264,-,i,y,u,u,k,k,k,-,e
high1277,-,i,y,-,u,-,-,k,-,i
high1277,-,i,y,-,u,-,-,k,-,u
cent2131,-,-,-,-,u,-,-,k,-,i
cent2131,-,-,-,-,u,-,-,k,u,u
cent2131,-,i,y,-,u,-,-,k,u,u
sout3136,-,i,y,-,u,-,-,k,-,i
sout3136,-,i,y,-,u,-,-,k,-,u
sout3136,-,-,h,-,o,-,-,r,-,o
lowl1264,-,i,y,u,u,-,-,k,-,i
tuba1279,-,-,h,-,o,-,-,r,-,o
tepi1240,d,u,-,u,u,-,-,k,-,i
