language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
eude1234,-,-,v,-,i,-,t,-,s,-,a,a
opat1246,-,-,v,-,i,-,t,-,s,-,-,a
yaqu1251,-,-,b,i,i,-,t,-,s,-,-,a
mayo1264,-,-,b,i,i,t,t,-,s,-,-,a
high1277,-,-,-,-,-,-,n,e,7,n,e,e
cent2131,-,-,-,-,-,-,n,e,7,n,e,e
sout3136,-,-,p,-,i,-,t,-,s,-,-,a
sout3136,-,-,-,-,-,-,n,-,-,-,-,3
tuba1279,n,i,y,-,e,-,r,-,-,-,e,e
tepi1240,n,-,3,-,i,-,d,-,-,-,a,a
