language,x1,x2,x3,x4,x5,x6,x7
high1277,k,a,-,-,s,i,i
cent2131,k,a,-,-,s,i,i
sout3136,k,a,-,-,s,i,-
lowl1264,k,a,a,h,s,i,i
tepi1240,k,a,a,-,h,-,i
