language,x1,x2,x3,x4,x5,x6,x7,x8,x9
eude1234,-,-,a,a,-,-,t,-,e
opat1246,-,-,-,a,t,t,t,-,e
yaqu1251,7,-,e,e,-,-,t,-,e
mayo1264,-,-,e,e,t,t,t,-,e
high1277,-,-,-,e,-,h,t,e,e
cent2131,-,-,-,-,-,-,t,e,e
sout3136,7,-,-,a,-,-,t,-,3
lowl1264,h,-,-,e,-,h,t,e,e
tuba1279,-,-,-,a,-,-,t,e,e
tepi1240,7,a,a,a,-,-,t,3,i
