language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
yaqu1251,b,o,-,-,-,-,o,7,a,r,i,y,a,-
mayo1264,b,o,-,-,-,-,o,7,a,r,i,y,a,-
high1277,p,o,a,a,t,s,u,l,-,-,-,-,a,-
cent2131,p,o,-,-,-,-,o,w,-,-,-,-,a,-
sout3136,p,-,-,-,-,-,o,7,-,-,-,-,a,-
tuba1279,w,-,-,-,-,-,o,h,a,-,-,-,a,t
