language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
eude1234,-,-,-,-,t,-,-,s,-,i,-,-,k,-,u,u,r,-,i
eude1234,-,-,-,-,v,o,i,s,e,e,-,-,k,-,-,-,-,-,-
opat1246,-,-,-,-,t,-,-,s,-,i,-,-,k,-,-,u,r,-,i
yaqu1251,-,-,-,-,t,-,-,s,i,i,-,-,k,-,-,u,l,-,-
mayo1264,-,-,-,-,t,-,-,s,i,i,k,k,k,-,-,u,l,-,-
high1277,-,-,-,-,t,-,-,s,-,i,-,7,k,-,-,u,r,i,i
cent2131,-,-,-,-,t,-,-,s,-,i,-,-,k,-,-,u,r,i,i
sout3136,-,-,-,-,t,-,-,-,-,3,-,-,k,-,-,u,r,-,i
sout3136,p,-,-,o,t,-,-,-,-,-,-,-,-,-,-,-,s,-,-
lowl1264,-,-,-,-,t,-,-,s,-,i,-,-,k,u,u,u,r,i,i
tuba1279,h,e,w,o,t,-,-,s,-,o,-,-,-,-,-,o,t,-,-
tepi1240,-,-,-,-,t,-,-,-,3,3,-,-,k,-,u,u,r,-,i
tepi1240,-,-,-,-,v,o,-,s,i,i,-,-,k,-,-,-,-,-,i
