language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
eude1234,t,a,-,-,-,-,-,a,w,i,-,-
opat1246,t,a,-,-,-,-,-,-,t,-,-,-
yaqu1251,t,a,-,-,a,-,-,a,7,a,-,-
mayo1264,t,a,-,-,a,-,-,a,7,a,-,-
high1277,t,a,-,h,e,-,-,e,n,a,r,i
cent2131,r,a,i,y,e,-,-,e,n,a,r,i
sout3136,t,a,-,-,-,-,-,-,-,-,-,-
lowl1264,t,a,-,h,a,-,-,-,-,a,-,-
tuba1279,t,a,-,s,a,l,i,i,t,-,-,-
tepi1240,t,a,-,-,-,-,-,a,s,a,-,i
