language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
eude1234,h,i,t,e,e,k,s,-,o,-,r,-,-,-,-,a,t
eude1234,-,-,t,e,e,k,s,-,o,-,-,-,-,-,-,-,-
eude1234,-,-,-,-,-,-,h,-,u,-,-,-,-,-,-,-,-
eude1234,-,-,-,-,-,-,h,-,u,m,a,-,-,-,-,a,t
opat1246,-,-,t,e,s,s,s,-,o,-,-,-,-,-,-,a,-
yaqu1251,-,-,-,-,-,-,h,-,u,-,u,-,i,-,w,a,-
mayo1264,-,-,-,-,-,-,h,-,u,-,u,-,i,g,w,a,-
cent2131,-,-,t,e,-,-,s,o,o,-,-,-,-,-,-,-,-
sout3136,-,-,t,3,-,k,s,-,o,-,-,-,-,-,-,-,-
sout3136,-,-,-,-,-,-,h,-,u,-,-,-,-,-,-,-,-
lowl1264,-,-,-,-,-,-,h,-,u,-,u,7,u,-,w,a,-
tepi1240,-,-,-,u,-,-,7,-,u,-,u,-,-,-,-,i,-
