language,x1,x2,x3,x4,x5,x6,x7,x8
eude1234,-,d,-,e,-,e,e,t
opat1246,-,d,-,-,-,-,e,h
high1277,i,y,e,e,p,o,o,-
cent2131,-,-,-,e,p,o,o,-
cent2131,i,y,-,e,p,o,o,-
sout3136,i,y,-,-,-,-,3,-
