language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
eude1234,b,a,-,t,s,i,-,-,-,-,-
opat1246,b,a,-,t,s,i,-,-,-,-,-
yaqu1251,b,a,-,t,s,i,i,-,-,a,-
mayo1264,b,a,a,t,s,i,-,-,-,a,-
high1277,p,a,h,t,s,i,i,-,-,-,-
cent2131,b,a,-,t,s,i,i,r,-,a,-
sout3136,p,a,-,t,s,i,-,-,-,-,-
lowl1264,p,a,h,t,s,i,-,r,a,a,-
tuba1279,w,a,-,t,s,i,-,r,a,a,n
