language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,t,-,a,-,-,-
jion1236,-,-,t,-,a,-,-,-
shee1238,-,-,t,-,a,-,-,-
shee1238,-,-,t,-,a,-,-,-
youn1235,k,3,t,-,o,-,u,-
youn1235,k,3,t,-,o,-,u,-
east2369,-,-,t,-,a,-,-,-
pana1310,-,-,t,-,i,-,-,-
nort2748,-,-,l,-,u,-,-,-
east2371,-,-,q,-,u,l,a,-
pahn1237,-,-,q,-,a,l,e,-
pahn1237,-,-,q,-,a,l,e,i
wuna1248,-,-,l,-,a,-,i,-
nort3244,-,-,l,u,a,-,-,-
hmon1264,-,-,7,-,a,-,N,-
hmon1333,-,-,-,-,a,-,-,-
larg1235,-,a,l,-,a,-,-,-
buna1273,k,3,t,-,e,-,i,-
buna1273,k,a,t,-,e,-,-,-
numa1251,-,-,t,-,o,-,-,-
