language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
pahn1237,-,-,-,-,-,-,q,-,-,-,-,a,-,-,3,-
pahn1237,-,-,-,-,-,-,q,-,-,-,-,a,-,-,u,-
wuna1248,-,-,-,u,-,-,t,-,-,-,-,o,-,-,u,-
east2371,-,-,-,-,-,-,t,S,o,k,h,a,-,-,-,-
youn1235,-,-,-,-,-,-,-,-,-,Z,-,i,n,-,-,-
youn1235,-,-,-,-,-,-,t,-,o,Z,-,i,n,-,-,-
jion1236,-,-,-,-,-,-,t,-,-,-,-,o,n,3,u,-
jion1236,-,-,-,-,-,-,t,-,-,-,-,a,-,-,u,o
shee1238,-,-,-,-,-,-,t,h,o,k,-,a,n,-,o,-
shee1238,-,-,-,-,-,-,t,h,o,k,-,a,n,-,o,-
nort3244,-,-,p,a,N,n,t,S,-,-,h,o,-,-,-,-
hmon1264,-,-,p,a,N,-,t,-,-,-,-,a,-,-,3,-
hmon1333,-,-,-,-,5,-,t,S,-,-,h,o,-,-,-,-
larg1235,-,-,p,a,u,n,t,S,-,-,h,o,-,-,-,-
buna1273,-,-,p,o,-,-,t,i,-,-,-,u,-,-,-,-
buna1273,k,a,p,o,N,-,t,-,-,-,-,o,-,-,-,-
