language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jion1236,-,-,Z,-,a,-,-,-,-,-,-,-
jion1236,N,k,y,-,a,-,-,-,-,-,-,-
shee1238,-,-,z,-,a,-,-,-,-,k,o,-
shee1238,-,-,N,-,a,-,-,-,-,k,o,-
youn1235,-,-,h,-,a,v,-,-,e,y,-,-
youn1235,-,-,h,-,a,v,-,-,-,y,e,-
east2369,-,-,p,-,o,-,-,-,-,x,i,-
pana1310,-,-,p,-,e,-,-,-,-,-,i,-
nort2748,-,-,q,-,o,-,-,-,-,Z,u,-
east2371,-,-,q,-,u,-,-,-,-,v,-,-
pahn1237,-,-,q,-,a,-,-,-,-,y,o,-
pahn1237,-,-,q,-,a,-,-,-,-,y,o,-
wuna1248,n,-,t,y,o,u,t,s,i,y,o,-
nort3244,-,-,-,-,-,-,-,-,-,Z,e,-
hmon1264,-,-,-,-,-,-,-,-,-,Z,e,-
hmon1333,-,-,p,-,o,-,-,-,-,Z,e,-
larg1235,-,-,-,-,a,-,-,-,-,v,3,-
buna1273,-,-,-,-,-,-,-,-,-,x,e,y
buna1273,-,-,f,-,a,-,-,-,-,x,e,-
numa1251,-,-,-,-,-,-,-,-,-,x,e,y
