language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,-,p,-,e,-,y
jion1236,-,-,-,p,-,e,-,-
shee1238,-,-,-,p,-,e,-,-
shee1238,-,-,-,p,-,e,-,-
youn1235,t,o,u,p,-,o,-,-
youn1235,t,o,u,p,-,o,-,-
east2369,-,-,-,p,-,u,-,-
pana1310,t,a,w,p,-,o,-,-
nort2748,n,-,-,y,-,E,-,-
east2371,-,-,-,p,-,i,-,-
pahn1237,-,-,-,p,-,i,-,-
pahn1237,k,o,-,p,-,i,-,-
wuna1248,-,-,-,p,-,i,t,o
nort3244,-,-,-,p,-,3,-,u
hmon1264,-,-,-,p,-,a,-,u
hmon1333,-,-,-,p,-,o,-,w
larg1235,-,-,-,p,-,a,-,o
buna1273,-,-,-,p,y,a,-,-
buna1273,-,-,-,p,-,a,-,-
numa1251,-,-,-,p,-,u,-,-
