language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
pahn1237,a,q,-,o,-,t,-,-,-,-,S,h,i,-
pahn1237,-,p,-,o,-,t,-,-,-,-,S,-,i,-
wuna1248,k,h,-,u,N,t,-,-,-,-,S,-,i,-
east2371,-,p,-,i,-,d,-,-,-,-,Z,-,o,-
youn1235,-,t,-,o,u,k,-,-,-,-,h,-,u,y
youn1235,-,f,-,o,-,t,-,i,-,-,k,-,u,-
pana1310,-,f,-,o,-,t,-,-,-,-,S,-,u,-
jion1236,-,h,-,o,-,l,y,e,-,-,-,-,u,-
jion1236,-,-,-,-,-,8,y,e,u,N,k,a,u,-
nort3244,-,h,-,a,u,d,-,-,-,-,z,-,3,u
hmon1264,-,h,-,a,u,t,-,-,-,-,S,-,a,u
hmon1333,-,h,-,o,w,t,-,-,-,-,S,-,o,w
larg1235,-,f,-,a,o,t,-,-,-,-,S,-,a,o
buna1273,-,v,y,a,-,t,-,-,-,-,S,-,a,-
buna1273,-,f,-,a,-,t,-,-,-,-,S,-,a,-
