language,x1,x2,x3,x4
jion1236,Z,-,i,-
jion1236,Z,-,i,-
shee1238,N,-,i,-
shee1238,N,-,i,-
youn1235,5,-,i,-
youn1235,5,-,i,-
east2369,Z,-,a,N
pana1310,y,-,i,N
nort2748,Z,-,e,n
east2371,-,-,E,-
pahn1237,y,-,i,-
pahn1237,y,e,i,-
wuna1248,y,e,i,-
nort3244,Z,-,a,N
hmon1264,y,-,a,N
larg1235,Z,-,a,u
buna1273,y,-,e,y
buna1273,Z,-,3,N
numa1251,y,-,o,n
