language,x1,x2,x3,x4,x5,x6,x7,x8,x9
pahn1237,-,q,-,a,-,m,-,a,-
pahn1237,-,q,-,a,-,m,-,a,-
wuna1248,-,q,-,a,-,m,-,a,-
east2371,-,x,-,u,N,m,h,a,N
jion1236,n,t,S,a,-,-,-,-,-
jion1236,n,t,S,a,-,N,-,-,-
shee1238,-,k,-,a,-,N,-,-,-
shee1238,-,k,-,a,-,N,-,-,-
hmon1264,-,-,-,-,-,m,-,a,o
hmon1333,-,-,-,-,-,m,-,o,-
