language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
pahn1237,-,-,-,-,-,-,-,-,-,-,-,p,-,-,i,-
pahn1237,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-
wuna1248,-,-,-,-,-,-,-,-,-,-,-,p,-,-,i,-
east2371,-,L,-,-,a,-,-,p,r,e,i,p,r,e,i,-
youn1235,-,h,-,-,-,-,-,-,-,a,-,p,-,-,y,a
youn1235,-,h,-,-,-,-,-,-,-,a,-,p,-,-,y,a
pana1310,-,p,-,-,-,y,-,-,-,o,-,p,-,-,y,o
jion1236,N,k,-,-,-,-,-,-,-,o,-,p,l,-,e,y
jion1236,N,k,-,-,a,-,-,-,-,u,-,p,l,-,e,-
shee1238,-,k,-,-,a,N,k,h,-,u,-,p,-,-,i,-
shee1238,-,k,-,-,a,N,k,h,-,o,-,p,-,-,i,-
nort3244,-,p,l,-,3,-,-,-,-,u,-,h,-,-,3,u
hmon1264,-,p,l,-,a,-,-,-,-,u,-,h,-,-,a,u
hmon1333,-,p,l,-,o,-,-,-,-,w,-,h,-,-,o,w
larg1235,-,t,L,-,a,-,-,-,-,o,-,f,-,-,a,o
buna1273,-,t,L,y,a,-,-,-,-,-,-,v,y,-,a,-
buna1273,-,t,L,-,a,-,-,-,-,-,-,f,-,-,a,-
