language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,n,t,-,a,-,N
jion1236,-,-,n,t,-,o,u,N
shee1238,-,-,-,t,-,o,-,N
shee1238,-,-,-,t,-,o,-,N
youn1235,-,-,-,f,-,o,-,-
youn1235,-,-,-,f,-,o,-,-
east2369,-,-,-,t,-,3,-,u
pana1310,-,-,-,f,-,a,-,-
nort2748,q,o,n,t,-,u,-,-
east2371,-,-,-,d,-,o,-,-
pahn1237,-,-,-,p,y,a,-,-
pahn1237,-,-,-,t,y,a,-,-
wuna1248,-,-,-,t,s,a,-,-
nort3244,-,-,n,t,-,o,-,N
hmon1264,-,-,n,d,-,o,-,N
hmon1333,-,-,n,d,-,o,-,-
larg1235,-,-,n,t,a,o,-,-
buna1273,-,-,n,t,-,o,-,N
buna1273,-,-,n,t,-,a,-,N
numa1251,-,-,n,t,-,o,-,u
