language,x1,x2,x3,x4,x5
pahn1237,-,y,-,3,-
pahn1237,-,y,-,u,-
wuna1248,-,y,-,u,-
east2371,-,5,-,a,-
youn1235,-,l,-,e,-
youn1235,-,l,-,e,-
pana1310,-,y,-,u,-
jion1236,-,Z,-,u,-
jion1236,-,Z,-,u,-
shee1238,-,s,-,o,N
shee1238,-,s,-,o,N
nort3244,-,Z,3,u,-
hmon1264,-,y,a,u,-
hmon1264,-,y,a,u,-
hmon1264,m,i,-,-,-
hmon1333,-,m,e,-,-
larg1235,-,S,a,o,-
buna1273,-,y,a,u,-
buna1273,-,v,-,i,-
